"id","ingredient_name","scanned_at"
"2930","Alcohol in dry form is used as an ingredient","2025-05-02 21:32:53"
"2931","Flour","2025-05-02 21:32:53"
"2932","Starch","2025-05-02 21:32:53"
"2933","Potato Starch","2025-05-02 21:32:53"
"2934","Vegetable Oils","2025-05-02 21:32:53"
"2935","Salt","2025-05-02 21:32:53"
"2936","Salt","2025-05-02 21:32:53"
"2937","Ammonium Phosphatides/Emulsifier YN","2025-05-02 21:32:53"
"2938","Soya Flour","2025-05-02 21:32:53"
"2939","Soy Sauce","2025-05-02 21:32:53"
"2940","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-02 21:32:53"
"2941","Vanilla Bean Powder","2025-05-02 21:32:53"
"2942","Hydrolyzed Vegetable Protein","2025-05-02 21:32:53"
"2943","Corn","2025-05-02 21:32:53"
"2944","Dextrin","2025-05-02 21:32:53"
"2945","Yeast Extract","2025-05-02 21:32:53"
"2946","Spices","2025-05-02 21:32:53"
"2947","Sugar","2025-05-02 21:32:53"
"2948","Fructose","2025-05-02 21:32:53"
"2949","Soybean","2025-05-02 21:32:53"
"2950","Flour","2025-05-02 21:32:53"
"2951","Corn","2025-05-02 21:32:53"
"2952","Hydrogenated Glucose Syrup","2025-05-02 21:32:53"
"2953","Dried Milk","2025-05-02 21:32:53"
"2954","Gluten","2025-05-02 21:32:53"
"2955","Cocoa Butter","2025-05-02 21:32:53"
"2956","Starch","2025-05-02 21:32:53"
"2957","Wheat","2025-05-02 21:32:53"
"2958","Carbon Black/Vegetable Carbon","2025-05-02 21:32:53"
"2959","Mineral Oil/Petrolatum","2025-05-02 21:32:53"
"2960","Mineral Oil/Petrolatum","2025-05-02 21:32:53"
"2961","Cyclamic and its Calcium and Sodium Salts","2025-05-02 21:32:53"
"2962","Ammonium Phosphatides/Emulsifier YN","2025-05-02 21:32:53"
"2963","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-02 21:32:53"
"2964","Polyoxyethylene (8) Stearate","2025-05-02 21:32:53"
"2965","Capsanthin/Capsorubin/Paprika extract","2025-05-02 21:32:53"
"2966","TBHQ Textured Vegetable Protein","2025-05-02 21:32:53"
"2967","Turola Yeast","2025-05-02 21:32:53"
"2968","Soya Flour","2025-05-02 21:32:53"
"2969","Artificial Flavours","2025-05-02 21:32:53"
"2970","Vegetable Oils","2025-05-02 21:32:53"
"2971","Dried Milk","2025-05-02 21:32:53"
"2972","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-02 21:32:53"
"2973","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-05-02 21:32:53"
"2974","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-05-02 21:32:54"
"2975","Sodium Hexametaphosphate","2025-05-02 21:32:54"
"2976","Sodium Phosphates","2025-05-02 21:32:54"
"2977","Lecithins","2025-05-02 21:32:54"
"2978","Sorbitol/Sorbitol Syrup","2025-05-02 21:32:54"
"2979","Disodium Guanylate","2025-05-02 21:32:54"
"2980","Monosodium Glutamate/MSG","2025-05-02 21:32:54"
"2981","Disodium Inosinate","2025-05-02 21:32:54"
"2982","Acacia/Gum Arabic","2025-05-02 21:32:54"
"2983","Cultured Milk","2025-05-02 21:33:10"
"2984","Buttermilk Solids","2025-05-02 21:33:10"
"2985","Enzymes","2025-05-02 21:33:10"
"2986","Beeswax","2025-05-02 21:33:10"
"2987","Sorbitol/Sorbitol Syrup","2025-05-02 21:33:10"
"2988","Tocopherol Concentrate, Mixed/Vitamin E","2025-05-02 21:33:10"
"2989","Citric Acid","2025-05-02 21:33:10"
"2990","Pectin","2025-05-02 21:33:10"
"2991","Sugar","2025-05-02 21:33:10"
"2992","Fenugreek","2025-05-02 21:33:10"
"2993","Buttermilk Solids","2025-05-02 21:33:10"
"2994","Enzyme-treated Starch","2025-05-02 21:33:10"
"2995","Hydrogenated Glucose Syrup","2025-05-02 21:33:10"
"2996","Starch Acetate Esterified with Acetic Anhydride","2025-05-02 21:33:10"
"2997","Tocopherol Concentrate, Mixed/Vitamin E","2025-05-02 21:33:10"
"2998","Citric Acid","2025-05-02 21:33:10"
"2999","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-02 21:33:10"
"3000","Citric Acid","2025-05-02 21:33:10"
"3001","Soy Sauce","2025-05-02 21:33:28"
"3002","Alcohol in dry form is used as an ingredient","2025-05-02 21:33:28"
"3003","Onion","2025-05-02 21:33:28"
"3004","Garlic","2025-05-02 21:33:28"
"3005","Ginger","2025-05-02 21:33:28"
"3006","Sugar","2025-05-02 21:33:28"
"3007","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-05-02 21:33:28"
"3008","Microcrystalline Cellulose/Powdered Cellulose","2025-05-02 21:33:28"
"3009","Soybean Oil","2025-05-02 21:33:28"
"3010","Salt","2025-05-02 21:33:28"
"3011","Flour","2025-05-02 21:33:28"
"3012","Spices","2025-05-02 21:33:28"
"3013","Alcohol as solvent in flavor","2025-05-02 21:33:28"
"3014","Gluten","2025-05-02 21:33:28"
"3015","Enzyme Modified Soya Lecithin","2025-05-02 21:33:28"
"3016","Mustard","2025-05-02 21:33:28"
"3017","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-05-02 21:33:28"
"3018","Natural Flavoring","2025-05-02 21:33:28"
"3019","Soy Sauce","2025-05-02 21:33:28"
"3020","Cyclamic and its Calcium and Sodium Salts","2025-05-02 21:33:28"
"3021","Amaranth/FD&C Red 2 (C.I. 16185)","2025-05-02 21:33:28"
"3022","Microcrystalline Cellulose/Powdered Cellulose","2025-05-02 21:33:28"
"3023","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-02 21:33:28"
"3024","Soya Flour","2025-05-02 21:33:28"
"3025","Alcohol as solvent in flavor","2025-05-02 21:33:28"
"3026","Disodium Guanylate","2025-05-02 21:33:28"
"3027","Sodium Benzoate","2025-05-02 21:33:28"
"3028","Marshmallow containing Pork Gelatin","2025-05-02 21:33:28"
"3029","Buttermilk Solids","2025-05-02 21:33:28"
"3030","Natural Flavoring","2025-05-02 21:33:28"
"3031","Artificial Flavours","2025-05-02 21:33:28"
"3032","Acetic Acid","2025-05-02 21:33:28"
"3033","Citric Acid","2025-05-02 21:33:28"
"3034","Acetylated Distarch Adipate","2025-05-02 21:33:28"
"3035","Xanthan Gum/Corn Sugar Gum","2025-05-02 21:33:28"
"3036","Disodium Inosinate","2025-05-02 21:33:28"
"3037","Soy Sauce","2025-05-02 21:35:38"
"3038","Alcohol in dry form is used as an ingredient","2025-05-02 21:35:38"
"3039","Onion","2025-05-02 21:35:38"
"3040","Garlic","2025-05-02 21:35:38"
"3041","Ginger","2025-05-02 21:35:38"
"3042","Sugar","2025-05-02 21:35:38"
"3043","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-05-02 21:35:38"
"3044","Microcrystalline Cellulose/Powdered Cellulose","2025-05-02 21:35:38"
"3045","Soybean Oil","2025-05-02 21:35:38"
"3046","Salt","2025-05-02 21:35:38"
"3047","Flour","2025-05-02 21:35:38"
"3048","Spices","2025-05-02 21:35:38"
"3049","Alcohol as solvent in flavor","2025-05-02 21:35:38"
"3050","Gluten","2025-05-02 21:35:38"
"3051","Enzyme Modified Soya Lecithin","2025-05-02 21:35:38"
"3052","Mustard","2025-05-02 21:35:38"
"3053","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-05-02 21:35:38"
"3054","Natural Flavoring","2025-05-02 21:35:38"
"3055","Soy Sauce","2025-05-02 21:35:38"
"3056","Cyclamic and its Calcium and Sodium Salts","2025-05-02 21:35:38"
"3057","Amaranth/FD&C Red 2 (C.I. 16185)","2025-05-02 21:35:38"
"3058","Microcrystalline Cellulose/Powdered Cellulose","2025-05-02 21:35:38"
"3059","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-02 21:35:38"
"3060","Soya Flour","2025-05-02 21:35:38"
"3061","Alcohol as solvent in flavor","2025-05-02 21:35:38"
"3062","Disodium Guanylate","2025-05-02 21:35:38"
"3063","Sodium Benzoate","2025-05-02 21:35:38"
"3064","Marshmallow containing Pork Gelatin","2025-05-02 21:35:38"
"3065","Buttermilk Solids","2025-05-02 21:35:38"
"3066","Natural Flavoring","2025-05-02 21:35:38"
"3067","Artificial Flavours","2025-05-02 21:35:38"
"3068","Acetic Acid","2025-05-02 21:35:38"
"3069","Citric Acid","2025-05-02 21:35:38"
"3070","Acetylated Distarch Adipate","2025-05-02 21:35:38"
"3071","Xanthan Gum/Corn Sugar Gum","2025-05-02 21:35:38"
"3072","Disodium Inosinate","2025-05-02 21:35:38"
"3073","Soy Sauce","2025-05-02 22:03:14"
"3074","Alcohol in dry form is used as an ingredient","2025-05-02 22:03:14"
"3075","Onion","2025-05-02 22:03:14"
"3076","Garlic","2025-05-02 22:03:14"
"3077","Ginger","2025-05-02 22:03:14"
"3078","Sugar","2025-05-02 22:03:14"
"3079","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-05-02 22:03:14"
"3080","Microcrystalline Cellulose/Powdered Cellulose","2025-05-02 22:03:14"
"3081","Soybean Oil","2025-05-02 22:03:14"
"3082","Salt","2025-05-02 22:03:14"
"3083","Flour","2025-05-02 22:03:14"
"3084","Spices","2025-05-02 22:03:14"
"3085","Alcohol as solvent in flavor","2025-05-02 22:03:14"
"3086","Gluten","2025-05-02 22:03:14"
"3087","Enzyme Modified Soya Lecithin","2025-05-02 22:03:14"
"3088","Mustard","2025-05-02 22:03:14"
"3089","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-05-02 22:03:14"
"3090","Natural Flavoring","2025-05-02 22:03:14"
"3091","Soy Sauce","2025-05-02 22:03:14"
"3092","Cyclamic and its Calcium and Sodium Salts","2025-05-02 22:03:14"
"3093","Amaranth/FD&C Red 2 (C.I. 16185)","2025-05-02 22:03:14"
"3094","Microcrystalline Cellulose/Powdered Cellulose","2025-05-02 22:03:14"
"3095","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-02 22:03:14"
"3096","Soya Flour","2025-05-02 22:03:14"
"3097","Alcohol as solvent in flavor","2025-05-02 22:03:14"
"3098","Disodium Guanylate","2025-05-02 22:03:14"
"3099","Sodium Benzoate","2025-05-02 22:03:14"
"3100","Marshmallow containing Pork Gelatin","2025-05-02 22:03:14"
"3101","Buttermilk Solids","2025-05-02 22:03:14"
"3102","Natural Flavoring","2025-05-02 22:03:14"
"3103","Artificial Flavours","2025-05-02 22:03:14"
"3104","Acetic Acid","2025-05-02 22:03:14"
"3105","Citric Acid","2025-05-02 22:03:14"
"3106","Acetylated Distarch Adipate","2025-05-02 22:03:14"
"3107","Xanthan Gum/Corn Sugar Gum","2025-05-02 22:03:14"
"3108","Disodium Inosinate","2025-05-02 22:03:14"
"3109","Sugar","2025-05-03 21:51:43"
"3110","Flour","2025-05-03 21:51:43"
"3111","Flour","2025-05-03 21:51:43"
"3112","Calcium Carbonate/Chalk (C.I. 77220)","2025-05-03 21:51:43"
"3113","Niacin","2025-05-03 21:51:43"
"3114","Thiamine Mononitrate","2025-05-03 21:51:43"
"3115","Egg","2025-05-03 21:51:43"
"3116","Rapeseed","2025-05-03 21:51:43"
"3117","Hydrogenated Glucose Syrup","2025-05-03 21:51:43"
"3118","Pectin","2025-05-03 21:51:43"
"3119","Citric Acid","2025-05-03 21:51:43"
"3120","Sodium Citrate","2025-05-03 21:51:43"
"3121","Natural Flavoring","2025-05-03 21:51:43"
"3122","Butter fat Lipolyzed","2025-05-03 21:51:43"
"3123","Buttermilk Solids","2025-05-03 21:51:43"
"3124","Glycerol/Glycerin","2025-05-03 21:51:43"
"3125","Carbon Black/Vegetable Carbon","2025-05-03 21:51:43"
"3126","Microcrystalline Cellulose/Powdered Cellulose","2025-05-03 21:51:43"
"3127","Chocolate","2025-05-03 21:51:43"
"3128","Cocoa Butter","2025-05-03 21:51:43"
"3129","Ammonium Phosphatides/Emulsifier YN","2025-05-03 21:51:43"
"3130","Lecithins","2025-05-03 21:51:43"
"3131","Enzyme Modified Soya Lecithin","2025-05-03 21:51:43"
"3132","Chocolate","2025-05-03 21:51:43"
"3133","Sorbitol/Sorbitol Syrup","2025-05-03 21:51:43"
"3134","Fructose","2025-05-03 21:51:43"
"3135","Anthocyanins","2025-05-03 21:51:43"
"3136","Sulphur Dioxide","2025-05-03 21:51:43"
"3137","Titanium Dioxide (C.I. 77891)","2025-05-03 21:51:43"
"3138","Corn","2025-05-03 21:51:43"
"3139","Starch","2025-05-03 21:51:43"
"3140","Invert Sugar","2025-05-03 21:51:43"
"3141","Raisin","2025-05-03 21:51:43"
"3142","Sodium Phosphates","2025-05-03 21:51:43"
"3143","Sodium Sorbate","2025-05-03 21:51:43"
"3144","Cocoa Powder","2025-05-03 21:51:43"
"3145","Potassium Sorbate","2025-05-03 21:51:43"
"3146","Caramel","2025-05-03 21:51:43"
"3147","Wheat","2025-05-03 21:51:43"
"3148","Cyclamic and its Calcium and Sodium Salts","2025-05-03 21:51:43"
"3149","Ammonium (Bicarbonate, Carbonate, Chloride, Sulphate)","2025-05-03 21:51:43"
"3150","Cyclamic and its Calcium and Sodium Salts","2025-05-03 21:51:43"
"3151","Butter fat Lipolyzed","2025-05-03 21:51:43"
"3152","Cocoa Butter","2025-05-03 21:51:44"
"3153","Egg White","2025-05-03 21:51:44"
"3154","Buttermilk Solids","2025-05-03 21:51:44"
"3155","Ammonium Phosphatides/Emulsifier YN","2025-05-03 21:51:44"
"3156","Mineral Oil/Petrolatum","2025-05-03 21:51:44"
"3157","Hydrogenated Glucose Syrup","2025-05-03 21:51:44"
"3158","Starch, Sodium Octenylsuccinate","2025-05-03 21:51:44"
"3159","Invert Sugar","2025-05-03 21:51:44"
"3160","Hydrogenated Glucose Syrup","2025-05-03 21:51:44"
"3161","Alcohol in dry form is used as an ingredient","2025-05-03 22:28:59"
"3162","Flour","2025-05-03 22:28:59"
"3163","Flour","2025-05-03 22:28:59"
"3164","Niacin","2025-05-03 22:28:59"
"3165","Iron","2025-05-03 22:28:59"
"3166","Riboflavin/Lactofavin/Vitamin B 
2","2025-05-03 22:28:59"
"3167","Thiamine Mononitrate","2025-05-03 22:28:59"
"3168","Ascorbic acid or Vitamin C","2025-05-03 22:28:59"
"3169","Folic Acid","2025-05-03 22:28:59"
"3170","Vegetable Oils","2025-05-03 22:28:59"
"3171","High Fructose Corn Syrup","2025-05-03 22:28:59"
"3172","Soybean","2025-05-03 22:28:59"
"3173","Ascorbyl Palmitate","2025-05-03 22:28:59"
"3174","Starch Acetate Esterified with Acetic Anhydride","2025-05-03 22:28:59"
"3175","Cheese & Dairy Culture","2025-05-03 22:28:59"
"3176","Nonfat Dry milk","2025-05-03 22:28:59"
"3177","Whey","2025-05-03 22:28:59"
"3178","Hydrolyzed Vegetable Protein","2025-05-03 22:28:59"
"3179","Salt","2025-05-03 22:28:59"
"3180","Enzymes","2025-05-03 22:28:59"
"3181","Annatto","2025-05-03 22:28:59"
"3182","Salt","2025-05-03 22:28:59"
"3183","Paprika","2025-05-03 22:28:59"
"3184","Baker's Yeast","2025-05-03 22:28:59"
"3185","Paprika","2025-05-03 22:28:59"
"3186","Soy Lecithin","2025-05-03 22:28:59"
"3187","Wheat","2025-05-03 22:28:59"
"3188","Sodium, Potassium and Calcium Salts of Fatty
Acids","2025-05-03 22:28:59"
"3189","Soy Sauce","2025-05-03 22:28:59"
"3190","Riboflavin/Lactofavin/Vitamin B 
2","2025-05-03 22:28:59"
"3191","Folic Acid","2025-05-03 22:28:59"
"3192","Carbon Black/Vegetable Carbon","2025-05-03 22:28:59"
"3193","Mineral Oil/Petrolatum","2025-05-03 22:28:59"
"3194","Canola Oil","2025-05-03 22:28:59"
"3195","Starch Acetate Esterified with Acetic Anhydride","2025-05-03 22:28:59"
"3196","tert-Butylhydroquinone/TBHQ","2025-05-03 22:28:59"
"3197","Azodicarbonamide/Azoformamide","2025-05-03 22:28:59"
"3198","Cheese & Dairy Culture","2025-05-03 22:28:59"
"3199","Buttermilk Solids","2025-05-03 22:28:59"
"3200","Capsanthin/Capsorubin/Paprika extract","2025-05-03 22:28:59"
"3201","Soya Flour","2025-05-03 22:28:59"
"3202","Lecithin","2025-05-03 22:28:59"
"3203","Cyclamic and its Calcium and Sodium Salts","2025-05-03 22:28:59"
"3204","Alcohol in dry form is used as an ingredient","2025-05-03 22:44:45"
"3205","Flour","2025-05-03 22:44:45"
"3206","Starch","2025-05-03 22:44:45"
"3207","Potato Starch","2025-05-03 22:44:45"
"3208","Vegetable Oils","2025-05-03 22:44:45"
"3209","Salt","2025-05-03 22:44:45"
"3210","Salt","2025-05-03 22:44:45"
"3211","Ammonium Phosphatides/Emulsifier YN","2025-05-03 22:44:45"
"3212","Soya Flour","2025-05-03 22:44:45"
"3213","Soy Sauce","2025-05-03 22:44:45"
"3214","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-03 22:44:45"
"3215","Vanilla Bean Powder","2025-05-03 22:44:45"
"3216","Hydrolyzed Vegetable Protein","2025-05-03 22:44:45"
"3217","Corn","2025-05-03 22:44:45"
"3218","Dextrin","2025-05-03 22:44:45"
"3219","Yeast Extract","2025-05-03 22:44:45"
"3220","Spices","2025-05-03 22:44:45"
"3221","Sugar","2025-05-03 22:44:45"
"3222","Fructose","2025-05-03 22:44:45"
"3223","Soybean","2025-05-03 22:44:45"
"3224","Flour","2025-05-03 22:44:45"
"3225","Corn","2025-05-03 22:44:45"
"3226","Hydrogenated Glucose Syrup","2025-05-03 22:44:45"
"3227","Dried Milk","2025-05-03 22:44:45"
"3228","Gluten","2025-05-03 22:44:45"
"3229","Cocoa Butter","2025-05-03 22:44:45"
"3230","Starch","2025-05-03 22:44:45"
"3231","Wheat","2025-05-03 22:44:45"
"3232","Carbon Black/Vegetable Carbon","2025-05-03 22:44:45"
"3233","Mineral Oil/Petrolatum","2025-05-03 22:44:45"
"3234","Mineral Oil/Petrolatum","2025-05-03 22:44:45"
"3235","Cyclamic and its Calcium and Sodium Salts","2025-05-03 22:44:45"
"3236","Ammonium Phosphatides/Emulsifier YN","2025-05-03 22:44:45"
"3237","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-05-03 22:44:45"
"3238","Polyoxyethylene (8) Stearate","2025-05-03 22:44:45"
"3239","Capsanthin/Capsorubin/Paprika extract","2025-05-03 22:44:45"
"3240","TBHQ Textured Vegetable Protein","2025-05-03 22:44:45"
"3241","Turola Yeast","2025-05-03 22:44:45"
"3242","Soya Flour","2025-05-03 22:44:45"
"3243","Artificial Flavours","2025-05-03 22:44:45"
"3244","Vegetable Oils","2025-05-03 22:44:45"
"3245","Dried Milk","2025-05-03 22:44:45"
"3246","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-03 22:44:45"
"3247","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-05-03 22:44:45"
"3248","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-05-03 22:44:45"
"3249","Sodium Hexametaphosphate","2025-05-03 22:44:45"
"3250","Sodium Phosphates","2025-05-03 22:44:45"
"3251","Lecithins","2025-05-03 22:44:45"
"3252","Sorbitol/Sorbitol Syrup","2025-05-03 22:44:45"
"3253","Disodium Guanylate","2025-05-03 22:44:45"
"3254","Monosodium Glutamate/MSG","2025-05-03 22:44:45"
"3255","Disodium Inosinate","2025-05-03 22:44:45"
"3256","Acacia/Gum Arabic","2025-05-03 22:44:45"
"3257","Soy Sauce","2025-05-03 23:13:36"
"3258","Alcohol in dry form is used as an ingredient","2025-05-03 23:13:36"
"3259","Onion","2025-05-03 23:13:36"
"3260","Garlic","2025-05-03 23:13:36"
"3261","Ginger","2025-05-03 23:13:36"
"3262","Sugar","2025-05-03 23:13:36"
"3263","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-05-03 23:13:36"
"3264","Microcrystalline Cellulose/Powdered Cellulose","2025-05-03 23:13:36"
"3265","Soybean Oil","2025-05-03 23:13:36"
"3266","Salt","2025-05-03 23:13:36"
"3267","Flour","2025-05-03 23:13:36"
"3268","Spices","2025-05-03 23:13:36"
"3269","Alcohol as solvent in flavor","2025-05-03 23:13:36"
"3270","Gluten","2025-05-03 23:13:36"
"3271","Enzyme Modified Soya Lecithin","2025-05-03 23:13:37"
"3272","Mustard","2025-05-03 23:13:37"
"3273","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-05-03 23:13:37"
"3274","Natural Flavoring","2025-05-03 23:13:37"
"3275","Soy Sauce","2025-05-03 23:13:37"
"3276","Cyclamic and its Calcium and Sodium Salts","2025-05-03 23:13:37"
"3277","Amaranth/FD&C Red 2 (C.I. 16185)","2025-05-03 23:13:37"
"3278","Microcrystalline Cellulose/Powdered Cellulose","2025-05-03 23:13:37"
"3279","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-03 23:13:37"
"3280","Soya Flour","2025-05-03 23:13:37"
"3281","Alcohol as solvent in flavor","2025-05-03 23:13:37"
"3282","Disodium Guanylate","2025-05-03 23:13:37"
"3283","Sodium Benzoate","2025-05-03 23:13:37"
"3284","Marshmallow containing Pork Gelatin","2025-05-03 23:13:37"
"3285","Buttermilk Solids","2025-05-03 23:13:37"
"3286","Natural Flavoring","2025-05-03 23:13:37"
"3287","Artificial Flavours","2025-05-03 23:13:37"
"3288","Acetic Acid","2025-05-03 23:13:37"
"3289","Citric Acid","2025-05-03 23:13:37"
"3290","Acetylated Distarch Adipate","2025-05-03 23:13:37"
"3291","Xanthan Gum/Corn Sugar Gum","2025-05-03 23:13:37"
"3292","Disodium Inosinate","2025-05-03 23:13:37"
