"id","ingredient_name","scanned_at"
"1036","Soybean","2025-04-30 22:50:02"
"1037","Ascorbyl Palmitate","2025-04-30 22:50:02"
"1038","Starch Acetate Esterified with Acetic Anhydride","2025-04-30 22:50:02"
"1039","Cheese & Dairy Culture","2025-04-30 22:50:02"
"1040","Nonfat Dry milk","2025-04-30 22:50:02"
"1041","Whey","2025-04-30 22:50:02"
"1042","Hydrolyzed Vegetable Protein","2025-04-30 22:50:02"
"1043","Salt","2025-04-30 22:50:02"
"1044","Enzymes","2025-04-30 22:50:02"
"1045","Annatto","2025-04-30 22:50:02"
"1046","Salt","2025-04-30 22:50:02"
"1047","Paprika","2025-04-30 22:50:02"
"1048","Baker's Yeast","2025-04-30 22:50:02"
"1049","Paprika","2025-04-30 22:50:02"
"1050","Soy Lecithin","2025-04-30 22:50:02"
"1051","Wheat","2025-04-30 22:50:02"
"1052","Sodium, Potassium and Calcium Salts of Fatty
Acids","2025-04-30 22:50:02"
"1053","Soy Sauce","2025-04-30 22:50:02"
"1054","Riboflavin/Lactofavin/Vitamin B 
2","2025-04-30 22:50:02"
"1055","Folic Acid","2025-04-30 22:50:02"
"1056","Carbon Black/Vegetable Carbon","2025-04-30 22:50:02"
"1057","Mineral Oil/Petrolatum","2025-04-30 22:50:02"
"1058","Canola Oil","2025-04-30 22:50:02"
"1059","Starch Acetate Esterified with Acetic Anhydride","2025-04-30 22:50:02"
"1060","tert-Butylhydroquinone/TBHQ","2025-04-30 22:50:02"
"1061","Azodicarbonamide/Azoformamide","2025-04-30 22:50:02"
"1062","Cheese & Dairy Culture","2025-04-30 22:50:02"
"1063","Buttermilk Solids","2025-04-30 22:50:02"
"1064","Capsanthin/Capsorubin/Paprika extract","2025-04-30 22:50:02"
"1065","Soya Flour","2025-04-30 22:50:02"
"1066","Lecithin","2025-04-30 22:50:02"
"1067","Cyclamic and its Calcium and Sodium Salts","2025-04-30 22:50:02"
"1068","Alcohol in dry form is used as an ingredient","2025-04-30 22:50:47"
"1069","Oats","2025-04-30 22:50:47"
"1070","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 22:50:47"
"1071","Cranberry","2025-04-30 22:50:47"
"1072","Sugar","2025-04-30 22:50:47"
"1073","Flour","2025-04-30 22:50:47"
"1074","Edible Bone Phosphate/Bone Meal","2025-04-30 22:50:47"
"1075","Rice","2025-04-30 22:50:47"
"1076","Wheat","2025-04-30 22:50:47"
"1077","Flour","2025-04-30 22:50:47"
"1078","Hydrogenated Glucose Syrup","2025-04-30 22:50:47"
"1079","Corn","2025-04-30 22:50:47"
"1080","Honey","2025-04-30 22:50:47"
"1081","Malt","2025-04-30 22:50:47"
"1082","Bran","2025-04-30 22:50:47"
"1083","Flour","2025-04-30 22:50:47"
"1084","Salt","2025-04-30 22:50:47"
"1085","Dextrose","2025-04-30 22:50:47"
"1086","Flour","2025-04-30 22:50:47"
"1087","Raisin","2025-04-30 22:50:47"
"1088","Cream","2025-04-30 22:50:47"
"1089","Gluten","2025-04-30 22:50:47"
"1090","Potassium Tartrate/Potassium Hydrogen
Tartrate/Cream of Tartar","2025-04-30 22:50:47"
"1091","Cyclamic and its Calcium and Sodium Salts","2025-04-30 22:50:47"
"1092","Aspartame/Nutrasweet","2025-04-30 22:50:47"
"1093","Sodium Benzoate","2025-04-30 22:50:47"
"1094","Edible Bone Phosphate/Bone Meal","2025-04-30 22:50:47"
"1095","Carbon Black/Vegetable Carbon","2025-04-30 22:50:47"
"1096","Mineral Oil/Petrolatum","2025-04-30 22:50:47"
"1097","Artificial Flavours","2025-04-30 22:50:47"
"1098","Artificial Coors or FD&C Yellow No. 5 and others","2025-04-30 22:50:47"
"1099","Marshmallow containing Pork Gelatin","2025-04-30 22:50:47"
"1100","Soya Flour","2025-04-30 22:50:47"
"1101","Butylated Hydroxyanisole (BHA)","2025-04-30 22:50:47"
"1102","Alcohol in dry form is used as an ingredient","2025-04-30 22:50:57"
"1103","Flour","2025-04-30 22:50:57"
"1104","Starch","2025-04-30 22:50:57"
"1105","Potato Starch","2025-04-30 22:50:57"
"1106","Vegetable Oils","2025-04-30 22:50:57"
"1107","Salt","2025-04-30 22:50:57"
"1108","Salt","2025-04-30 22:50:57"
"1109","Ammonium Phosphatides/Emulsifier YN","2025-04-30 22:50:57"
"1110","Soya Flour","2025-04-30 22:50:57"
"1111","Soy Sauce","2025-04-30 22:50:57"
"1112","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 22:50:57"
"1113","Vanilla Bean Powder","2025-04-30 22:50:57"
"1114","Hydrolyzed Vegetable Protein","2025-04-30 22:50:57"
"1115","Corn","2025-04-30 22:50:57"
"1116","Dextrin","2025-04-30 22:50:57"
"1117","Baker's Yeast Extract","2025-04-30 22:50:57"
"1118","Spices","2025-04-30 22:50:57"
"1119","Sugar","2025-04-30 22:50:57"
"1120","Fructose","2025-04-30 22:50:57"
"1121","Soybean","2025-04-30 22:50:57"
"1122","Flour","2025-04-30 22:50:57"
"1123","Corn","2025-04-30 22:50:57"
"1124","Hydrogenated Glucose Syrup","2025-04-30 22:50:57"
"1125","Dried Milk","2025-04-30 22:50:57"
"1126","Gluten","2025-04-30 22:50:57"
"1127","Cocoa Butter","2025-04-30 22:50:57"
"1128","Starch","2025-04-30 22:50:57"
"1129","Wheat","2025-04-30 22:50:57"
"1130","Carbon Black/Vegetable Carbon","2025-04-30 22:50:57"
"1131","Mineral Oil/Petrolatum","2025-04-30 22:50:57"
"1132","Mineral Oil/Petrolatum","2025-04-30 22:50:57"
"1133","Cyclamic and its Calcium and Sodium Salts","2025-04-30 22:50:57"
"1134","Ammonium Phosphatides/Emulsifier YN","2025-04-30 22:50:57"
"1135","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 22:50:57"
"1136","Polyoxyethylene (8) Stearate","2025-04-30 22:50:57"
"1137","Capsanthin/Capsorubin/Paprika extract","2025-04-30 22:50:57"
"1138","TBHQ Textured Vegetable Protein","2025-04-30 22:50:57"
"1139","Turola Yeast","2025-04-30 22:50:57"
"1140","Soya Flour","2025-04-30 22:50:57"
"1141","Artificial Flavours","2025-04-30 22:50:57"
"1142","Vegetable Oils","2025-04-30 22:50:57"
"1143","Dried Milk","2025-04-30 22:50:57"
"1144","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 22:50:57"
"1145","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-04-30 22:50:57"
"1146","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-04-30 22:50:57"
"1147","Sodium Phosphates","2025-04-30 22:50:57"
"1148","Lecithins","2025-04-30 22:50:57"
"1149","Sorbitol/Sorbitol Syrup","2025-04-30 22:50:57"
"1150","Disodium Guanylate","2025-04-30 22:50:57"
"1151","Monosodium Glutamate/MSG","2025-04-30 22:50:57"
"1152","Disodium Inosinate","2025-04-30 22:50:57"
"1153","Acacia/Gum Arabic","2025-04-30 22:50:57"
"1154","Hydrogenated Glucose Syrup","2025-04-30 22:51:54"
"1155","Sugar","2025-04-30 22:51:54"
"1156","Dextrose","2025-04-30 22:51:54"
"1157","Enzyme Modified Soya Lecithin","2025-04-30 22:51:54"
"1158","Starch","2025-04-30 22:51:54"
"1159","Potato Starch","2025-04-30 22:51:54"
"1160","Sorbic Acid","2025-04-30 22:51:54"
"1161","Citric Acid","2025-04-30 22:51:54"
"1162","Malic Acid (DL- or L-)","2025-04-30 22:51:54"
"1163","Lactic Acid","2025-04-30 22:51:54"
"1164","Rice","2025-04-30 22:51:54"
"1165","Invert Sugar","2025-04-30 22:51:54"
"1166","Sugar","2025-04-30 22:51:54"
"1167","Pectin","2025-04-30 22:51:54"
"1168","Brewer's Yeast Extract or Autolyzed Yeast from beer","2025-04-30 22:51:54"
"1169","Paprika","2025-04-30 22:51:54"
"1170","Coconut","2025-04-30 22:51:54"
"1171","Canola Oil","2025-04-30 22:51:54"
"1172","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 22:51:54"
"1173","Whey Protein Concentrate","2025-04-30 22:51:54"
"1174","Horseradish","2025-04-30 22:51:54"
"1175","Carnauba Wax","2025-04-30 22:51:54"
"1176","Hydrolyzed Vegetable Protein","2025-04-30 22:51:54"
"1177","Hydrogenated Glucose Syrup","2025-04-30 22:51:54"
"1178","Hydrogenated Glucose Syrup","2025-04-30 22:51:54"
"1179","Enzyme Modified Soya Lecithin","2025-04-30 22:51:54"
"1180","Tapioca Starch","2025-04-30 22:51:54"
"1181","Potato Starch","2025-04-30 22:51:54"
"1182","Citric Acid","2025-04-30 22:51:54"
"1183","Malic Acid (DL- or L-)","2025-04-30 22:51:54"
"1184","Lactic Acid","2025-04-30 22:51:54"
"1185","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 22:51:54"
"1186","TBHQ Textured Vegetable Protein","2025-04-30 22:51:54"
"1187","Invert Sugar","2025-04-30 22:51:54"
"1188","Potassium Citrates","2025-04-30 22:51:54"
"1189","Capsanthin/Capsorubin/Paprika extract","2025-04-30 22:51:54"
"1190","Mineral Oil/Petrolatum","2025-04-30 22:51:54"
"1191","Ascorbyl Palmitate","2025-04-30 22:51:54"
"1192","Cyclamic and its Calcium and Sodium Salts","2025-04-30 22:51:54"
"1193","Carbon Black/Vegetable Carbon","2025-04-30 22:51:54"
"1194","Carnauba Wax","2025-04-30 22:51:55"
"1195","Refined Microcrystalline Wax","2025-04-30 22:51:55"
"1196","Azodicarbonamide/Azoformamide","2025-04-30 22:51:55"
"1197","Sodium Citrates","2025-04-30 22:51:55"
"1198","Potassium Citrates","2025-04-30 22:51:55"
"1199","Cultured Milk","2025-04-30 23:01:12"
"1200","Buttermilk Solids","2025-04-30 23:01:12"
"1201","Enzymes","2025-04-30 23:01:12"
"1202","Beeswax","2025-04-30 23:01:12"
"1203","Sorbitol/Sorbitol Syrup","2025-04-30 23:01:12"
"1204","Tocopherol Concentrate, Mixed/Vitamin E","2025-04-30 23:01:12"
"1205","Citric Acid","2025-04-30 23:01:12"
"1206","Pectin","2025-04-30 23:01:12"
"1207","Sugar","2025-04-30 23:01:12"
"1208","Fenugreek","2025-04-30 23:01:12"
"1209","Buttermilk Solids","2025-04-30 23:01:12"
"1210","Enzyme-treated Starch","2025-04-30 23:01:12"
"1211","Hydrogenated Glucose Syrup","2025-04-30 23:01:12"
"1212","Starch Acetate Esterified with Acetic Anhydride","2025-04-30 23:01:12"
"1213","Tocopherol Concentrate, Mixed/Vitamin E","2025-04-30 23:01:12"
"1214","Citric Acid","2025-04-30 23:01:12"
"1215","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 23:01:12"
"1216","Citric Acid","2025-04-30 23:01:12"
"1217","Soy Sauce","2025-04-30 23:11:13"
"1218","Alcohol in dry form is used as an ingredient","2025-04-30 23:11:13"
"1219","Onion","2025-04-30 23:11:13"
"1220","Garlic","2025-04-30 23:11:13"
"1221","Ginger","2025-04-30 23:11:13"
"1222","Sugar","2025-04-30 23:11:13"
"1223","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-04-30 23:11:13"
"1224","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 23:11:13"
"1225","Soybean Oil","2025-04-30 23:11:13"
"1226","Salt","2025-04-30 23:11:13"
"1227","Flour","2025-04-30 23:11:13"
"1228","Spices","2025-04-30 23:11:13"
"1229","Alcohol as solvent in flavor","2025-04-30 23:11:13"
"1230","Gluten","2025-04-30 23:11:13"
"1231","Enzyme Modified Soya Lecithin","2025-04-30 23:11:13"
"1232","Mustard","2025-04-30 23:11:13"
"1233","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 23:11:13"
"1234","Natural Flavoring","2025-04-30 23:11:13"
"1235","Soy Sauce","2025-04-30 23:11:13"
"1236","Cyclamic and its Calcium and Sodium Salts","2025-04-30 23:11:13"
"1237","Amaranth/FD&C Red 2 (C.I. 16185)","2025-04-30 23:11:13"
"1238","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 23:11:13"
"1239","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 23:11:13"
"1240","Soya Flour","2025-04-30 23:11:13"
"1241","Alcohol as solvent in flavor","2025-04-30 23:11:13"
"1242","Disodium Guanylate","2025-04-30 23:11:13"
"1243","Sodium Benzoate","2025-04-30 23:11:13"
"1244","Marshmallow containing Pork Gelatin","2025-04-30 23:11:13"
"1245","Buttermilk Solids","2025-04-30 23:11:13"
"1246","Natural Flavoring","2025-04-30 23:11:13"
"1247","Artificial Flavours","2025-04-30 23:11:13"
"1248","Acetic Acid","2025-04-30 23:11:13"
"1249","Citric Acid","2025-04-30 23:11:13"
"1250","Acetylated Distarch Adipate","2025-04-30 23:11:13"
"1251","Xanthan Gum/Corn Sugar Gum","2025-04-30 23:11:13"
"1252","Disodium Inosinate","2025-04-30 23:11:13"
"1253","Alcohol in dry form is used as an ingredient","2025-04-30 23:11:30"
"1254","Oats","2025-04-30 23:11:30"
"1255","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 23:11:30"
"1256","Cranberry","2025-04-30 23:11:30"
"1257","Sugar","2025-04-30 23:11:30"
"1258","Flour","2025-04-30 23:11:30"
"1259","Edible Bone Phosphate/Bone Meal","2025-04-30 23:11:30"
"1260","Rice","2025-04-30 23:11:30"
"1261","Wheat","2025-04-30 23:11:30"
"1262","Flour","2025-04-30 23:11:30"
"1263","Hydrogenated Glucose Syrup","2025-04-30 23:11:30"
"1264","Corn","2025-04-30 23:11:30"
"1265","Honey","2025-04-30 23:11:30"
"1266","Malt","2025-04-30 23:11:30"
"1267","Bran","2025-04-30 23:11:30"
"1268","Flour","2025-04-30 23:11:30"
"1269","Salt","2025-04-30 23:11:30"
"1270","Dextrose","2025-04-30 23:11:30"
"1271","Flour","2025-04-30 23:11:30"
"1272","Raisin","2025-04-30 23:11:30"
"1273","Cream","2025-04-30 23:11:30"
"1274","Gluten","2025-04-30 23:11:30"
"1275","Potassium Tartrate/Potassium Hydrogen
Tartrate/Cream of Tartar","2025-04-30 23:11:30"
"1276","Cyclamic and its Calcium and Sodium Salts","2025-04-30 23:11:30"
"1277","Aspartame/Nutrasweet","2025-04-30 23:11:30"
"1278","Sodium Benzoate","2025-04-30 23:11:30"
"1279","Edible Bone Phosphate/Bone Meal","2025-04-30 23:11:30"
"1280","Carbon Black/Vegetable Carbon","2025-04-30 23:11:30"
"1281","Mineral Oil/Petrolatum","2025-04-30 23:11:30"
"1282","Artificial Flavours","2025-04-30 23:11:30"
"1283","Artificial Coors or FD&C Yellow No. 5 and others","2025-04-30 23:11:30"
"1284","Marshmallow containing Pork Gelatin","2025-04-30 23:11:30"
"1285","Soya Flour","2025-04-30 23:11:30"
"1286","Butylated Hydroxyanisole (BHA)","2025-04-30 23:11:30"
"1287","Hydrogenated Glucose Syrup","2025-04-30 23:11:42"
"1288","Sugar","2025-04-30 23:11:42"
"1289","Dextrose","2025-04-30 23:11:42"
"1290","Enzyme Modified Soya Lecithin","2025-04-30 23:11:42"
"1291","Starch","2025-04-30 23:11:42"
"1292","Potato Starch","2025-04-30 23:11:42"
"1293","Sorbic Acid","2025-04-30 23:11:42"
"1294","Citric Acid","2025-04-30 23:11:42"
"1295","Malic Acid (DL- or L-)","2025-04-30 23:11:42"
"1296","Lactic Acid","2025-04-30 23:11:42"
"1297","Rice","2025-04-30 23:11:42"
"1298","Invert Sugar","2025-04-30 23:11:42"
"1299","Sugar","2025-04-30 23:11:42"
"1300","Pectin","2025-04-30 23:11:42"
"1301","Brewer's Yeast Extract or Autolyzed Yeast from beer","2025-04-30 23:11:42"
"1302","Paprika","2025-04-30 23:11:43"
"1303","Coconut","2025-04-30 23:11:43"
"1304","Canola Oil","2025-04-30 23:11:43"
"1305","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 23:11:43"
"1306","Whey Protein Concentrate","2025-04-30 23:11:43"
"1307","Horseradish","2025-04-30 23:11:43"
"1308","Carnauba Wax","2025-04-30 23:11:43"
"1309","Hydrolyzed Vegetable Protein","2025-04-30 23:11:43"
"1310","Hydrogenated Glucose Syrup","2025-04-30 23:11:43"
"1311","Hydrogenated Glucose Syrup","2025-04-30 23:11:43"
"1312","Enzyme Modified Soya Lecithin","2025-04-30 23:11:43"
"1313","Tapioca Starch","2025-04-30 23:11:43"
"1314","Potato Starch","2025-04-30 23:11:43"
"1315","Citric Acid","2025-04-30 23:11:43"
"1316","Malic Acid (DL- or L-)","2025-04-30 23:11:43"
"1317","Lactic Acid","2025-04-30 23:11:43"
"1318","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 23:11:43"
"1319","TBHQ Textured Vegetable Protein","2025-04-30 23:11:43"
"1320","Invert Sugar","2025-04-30 23:11:43"
"1321","Potassium Citrates","2025-04-30 23:11:43"
"1322","Capsanthin/Capsorubin/Paprika extract","2025-04-30 23:11:43"
"1323","Mineral Oil/Petrolatum","2025-04-30 23:11:43"
"1324","Ascorbyl Palmitate","2025-04-30 23:11:43"
"1325","Cyclamic and its Calcium and Sodium Salts","2025-04-30 23:11:43"
"1326","Carbon Black/Vegetable Carbon","2025-04-30 23:11:43"
"1327","Carnauba Wax","2025-04-30 23:11:43"
"1328","Refined Microcrystalline Wax","2025-04-30 23:11:43"
"1329","Azodicarbonamide/Azoformamide","2025-04-30 23:11:43"
"1330","Sodium Citrates","2025-04-30 23:11:43"
"1331","Potassium Citrates","2025-04-30 23:11:43"
"1332","Alcohol in dry form is used as an ingredient","2025-04-30 23:12:08"
"1333","Flour","2025-04-30 23:12:08"
"1334","Starch","2025-04-30 23:12:08"
"1335","Potato Starch","2025-04-30 23:12:08"
"1336","Vegetable Oils","2025-04-30 23:12:08"
"1337","Salt","2025-04-30 23:12:08"
"1338","Salt","2025-04-30 23:12:08"
"1339","Ammonium Phosphatides/Emulsifier YN","2025-04-30 23:12:08"
"1340","Soya Flour","2025-04-30 23:12:08"
"1341","Soy Sauce","2025-04-30 23:12:08"
"1342","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 23:12:08"
"1343","Vanilla Bean Powder","2025-04-30 23:12:08"
"1344","Hydrolyzed Vegetable Protein","2025-04-30 23:12:08"
"1345","Corn","2025-04-30 23:12:08"
"1346","Dextrin","2025-04-30 23:12:08"
"1347","Baker's Yeast Extract","2025-04-30 23:12:08"
"1348","Spices","2025-04-30 23:12:08"
"1349","Sugar","2025-04-30 23:12:08"
"1350","Fructose","2025-04-30 23:12:08"
"1351","Soybean","2025-04-30 23:12:08"
"1352","Flour","2025-04-30 23:12:08"
"1353","Corn","2025-04-30 23:12:08"
"1354","Hydrogenated Glucose Syrup","2025-04-30 23:12:08"
"1355","Dried Milk","2025-04-30 23:12:08"
"1356","Gluten","2025-04-30 23:12:08"
"1357","Cocoa Butter","2025-04-30 23:12:08"
"1358","Starch","2025-04-30 23:12:08"
"1359","Wheat","2025-04-30 23:12:08"
"1360","Carbon Black/Vegetable Carbon","2025-04-30 23:12:08"
"1361","Mineral Oil/Petrolatum","2025-04-30 23:12:08"
"1362","Mineral Oil/Petrolatum","2025-04-30 23:12:08"
"1363","Cyclamic and its Calcium and Sodium Salts","2025-04-30 23:12:08"
"1364","Ammonium Phosphatides/Emulsifier YN","2025-04-30 23:12:08"
"1365","Green S/Acid Brilliant Green BS/Food green
S/Lissamine green (C.I 44090)","2025-04-30 23:12:08"
"1366","Polyoxyethylene (8) Stearate","2025-04-30 23:12:08"
"1367","Capsanthin/Capsorubin/Paprika extract","2025-04-30 23:12:08"
"1368","TBHQ Textured Vegetable Protein","2025-04-30 23:12:08"
"1369","Turola Yeast","2025-04-30 23:12:08"
"1370","Soya Flour","2025-04-30 23:12:08"
"1371","Artificial Flavours","2025-04-30 23:12:08"
"1372","Vegetable Oils","2025-04-30 23:12:08"
"1373","Dried Milk","2025-04-30 23:12:08"
"1374","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 23:12:08"
"1375","Potassium Carbonate/Potassium Hydrogen
Carbonate","2025-04-30 23:12:08"
"1376","Sodium Carbonate/Sodium Bicarbonate/Baking
Soda","2025-04-30 23:12:08"
"1377","Sodium Phosphates","2025-04-30 23:12:08"
"1378","Lecithins","2025-04-30 23:12:08"
"1379","Sorbitol/Sorbitol Syrup","2025-04-30 23:12:08"
"1380","Disodium Guanylate","2025-04-30 23:12:08"
"1381","Monosodium Glutamate/MSG","2025-04-30 23:12:08"
"1382","Disodium Inosinate","2025-04-30 23:12:08"
"1383","Acacia/Gum Arabic","2025-04-30 23:12:08"
"1384","Soy Sauce","2025-04-30 23:49:54"
"1385","Alcohol in dry form is used as an ingredient","2025-04-30 23:49:54"
"1386","Onion","2025-04-30 23:49:54"
"1387","Garlic","2025-04-30 23:49:54"
"1388","Ginger","2025-04-30 23:49:54"
"1389","Sugar","2025-04-30 23:49:54"
"1390","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-04-30 23:49:54"
"1391","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 23:49:54"
"1392","Soybean Oil","2025-04-30 23:49:54"
"1393","Salt","2025-04-30 23:49:54"
"1394","Flour","2025-04-30 23:49:54"
"1395","Spices","2025-04-30 23:49:54"
"1396","Alcohol as solvent in flavor","2025-04-30 23:49:54"
"1397","Gluten","2025-04-30 23:49:54"
"1398","Enzyme Modified Soya Lecithin","2025-04-30 23:49:54"
"1399","Mustard","2025-04-30 23:49:54"
"1400","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-04-30 23:49:54"
"1401","Natural Flavoring","2025-04-30 23:49:54"
"1402","Soy Sauce","2025-04-30 23:49:54"
"1403","Cyclamic and its Calcium and Sodium Salts","2025-04-30 23:49:54"
"1404","Amaranth/FD&C Red 2 (C.I. 16185)","2025-04-30 23:49:54"
"1405","Microcrystalline Cellulose/Powdered Cellulose","2025-04-30 23:49:54"
"1406","Copper Complexes of Chlorophyll (C.I. 75810)","2025-04-30 23:49:54"
"1407","Soya Flour","2025-04-30 23:49:54"
"1408","Alcohol as solvent in flavor","2025-04-30 23:49:54"
"1409","Disodium Guanylate","2025-04-30 23:49:54"
"1410","Sodium Benzoate","2025-04-30 23:49:54"
"1411","Marshmallow containing Pork Gelatin","2025-04-30 23:49:55"
"1412","Buttermilk Solids","2025-04-30 23:49:55"
"1413","Natural Flavoring","2025-04-30 23:49:55"
"1414","Artificial Flavours","2025-04-30 23:49:55"
"1415","Acetic Acid","2025-04-30 23:49:55"
"1416","Citric Acid","2025-04-30 23:49:55"
"1417","Acetylated Distarch Adipate","2025-04-30 23:49:55"
"1418","Xanthan Gum/Corn Sugar Gum","2025-04-30 23:49:55"
"1419","Disodium Inosinate","2025-04-30 23:49:55"
"1420","Alcohol in dry form is used as an ingredient","2025-04-30 23:50:12"
"1421","Flour","2025-04-30 23:50:12"
"1422","Flour","2025-04-30 23:50:12"
"1423","Niacin","2025-04-30 23:50:12"
"1424","Iron","2025-04-30 23:50:12"
"1425","Riboflavin/Lactofavin/Vitamin B 
2","2025-04-30 23:50:12"
"1426","Thiamine Mononitrate","2025-04-30 23:50:12"
"1427","Ascorbic acid or Vitamin C","2025-04-30 23:50:12"
"1428","Folic Acid","2025-04-30 23:50:12"
"1429","Vegetable Oils","2025-04-30 23:50:12"
"1430","High Fructose Corn Syrup","2025-04-30 23:50:12"
"1431","Soybean","2025-04-30 23:50:12"
"1432","Ascorbyl Palmitate","2025-04-30 23:50:12"
"1433","Starch Acetate Esterified with Acetic Anhydride","2025-04-30 23:50:12"
"1434","Cheese & Dairy Culture","2025-04-30 23:50:12"
"1435","Nonfat Dry milk","2025-04-30 23:50:12"
"1436","Whey","2025-04-30 23:50:12"
"1437","Hydrolyzed Vegetable Protein","2025-04-30 23:50:12"
"1438","Salt","2025-04-30 23:50:12"
"1439","Enzymes","2025-04-30 23:50:12"
"1440","Annatto","2025-04-30 23:50:12"
"1441","Salt","2025-04-30 23:50:12"
"1442","Paprika","2025-04-30 23:50:12"
"1443","Baker's Yeast","2025-04-30 23:50:12"
"1444","Paprika","2025-04-30 23:50:12"
"1445","Soy Lecithin","2025-04-30 23:50:12"
"1446","Wheat","2025-04-30 23:50:12"
"1447","Sodium, Potassium and Calcium Salts of Fatty
Acids","2025-04-30 23:50:12"
"1448","Soy Sauce","2025-04-30 23:50:12"
"1449","Riboflavin/Lactofavin/Vitamin B 
2","2025-04-30 23:50:12"
"1450","Folic Acid","2025-04-30 23:50:12"
"1451","Carbon Black/Vegetable Carbon","2025-04-30 23:50:12"
"1452","Mineral Oil/Petrolatum","2025-04-30 23:50:12"
"1453","Canola Oil","2025-04-30 23:50:12"
"1454","Starch Acetate Esterified with Acetic Anhydride","2025-04-30 23:50:12"
"1455","tert-Butylhydroquinone/TBHQ","2025-04-30 23:50:12"
"1456","Azodicarbonamide/Azoformamide","2025-04-30 23:50:12"
"1457","Cheese & Dairy Culture","2025-04-30 23:50:12"
"1458","Buttermilk Solids","2025-04-30 23:50:12"
"1459","Capsanthin/Capsorubin/Paprika extract","2025-04-30 23:50:12"
"1460","Soya Flour","2025-04-30 23:50:12"
"1461","Lecithin","2025-04-30 23:50:12"
"1462","Cyclamic and its Calcium and Sodium Salts","2025-04-30 23:50:12"
"1463","Soy Sauce","2025-05-01 00:08:23"
"1464","Alcohol in dry form is used as an ingredient","2025-05-01 00:08:23"
"1465","Onion","2025-05-01 00:08:23"
"1466","Garlic","2025-05-01 00:08:23"
"1467","Ginger","2025-05-01 00:08:23"
"1468","Sugar","2025-05-01 00:08:23"
"1469","Allura Red AC/Food Red 17/FD&C Red 40 (C.I.
16035)","2025-05-01 00:08:23"
"1470","Microcrystalline Cellulose/Powdered Cellulose","2025-05-01 00:08:23"
"1471","Soybean Oil","2025-05-01 00:08:23"
"1472","Salt","2025-05-01 00:08:23"
"1473","Flour","2025-05-01 00:08:23"
"1474","Spices","2025-05-01 00:08:23"
"1475","Alcohol as solvent in flavor","2025-05-01 00:08:23"
"1476","Gluten","2025-05-01 00:08:23"
"1477","Enzyme Modified Soya Lecithin","2025-05-01 00:08:23"
"1478","Mustard","2025-05-01 00:08:23"
"1479","Sodium and Potassium Metaphosphates,
Polyphosphates and Pyrophosphates","2025-05-01 00:08:23"
"1480","Natural Flavoring","2025-05-01 00:08:23"
"1481","Soy Sauce","2025-05-01 00:08:23"
"1482","Cyclamic and its Calcium and Sodium Salts","2025-05-01 00:08:23"
"1483","Amaranth/FD&C Red 2 (C.I. 16185)","2025-05-01 00:08:23"
"1484","Microcrystalline Cellulose/Powdered Cellulose","2025-05-01 00:08:23"
"1485","Copper Complexes of Chlorophyll (C.I. 75810)","2025-05-01 00:08:23"
"1486","Soya Flour","2025-05-01 00:08:23"
"1487","Alcohol as solvent in flavor","2025-05-01 00:08:23"
"1488","Disodium Guanylate","2025-05-01 00:08:23"
"1489","Sodium Benzoate","2025-05-01 00:08:23"
"1490","Marshmallow containing Pork Gelatin","2025-05-01 00:08:23"
"1491","Buttermilk Solids","2025-05-01 00:08:23"
"1492","Natural Flavoring","2025-05-01 00:08:23"
"1493","Artificial Flavours","2025-05-01 00:08:23"
"1494","Acetic Acid","2025-05-01 00:08:24"
"1495","Citric Acid","2025-05-01 00:08:24"
"1496","Acetylated Distarch Adipate","2025-05-01 00:08:24"
"1497","Xanthan Gum/Corn Sugar Gum","2025-05-01 00:08:24"
"1498","Disodium Inosinate","2025-05-01 00:08:24"
"1499","Soy Sauce","2025-05-01 00:09:29"
